EmployeeID,Age,Department,DistanceFromHome,EducationField,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,YearsAtCompany,OverTime,Attrition
1424,28,Marketing,5,Life Sciences,Human Resources,High,48888,1,0,No,No
1425,26,Human Resources,4,Marketing,Human Resources,Low,57233,1,2,No,No
1426,18,Finance,3,Life Sciences,Manager,Low,34723,1,14,No,No
1427,57,Sales,13,Life Sciences,Sales Representative,High,51283,1,10,No,No
1428,25,Sales,12,Medical,Research Scientist,Medium,10426,3,3,Yes,Yes
1429,34,Marketing,8,Life Sciences,Human Resources,Medium,9417,3,4,No,Yes
1430,34,Sales,27,Human Resources,Sales Executive,Medium,20144,0,0,No,Yes
1431,40,Finance,4,Technical Degree,Sales Executive,Low,39125,1,1,No,No
1432,45,Marketing,2,Medical,Laboratory Technician,Medium,78126,3,0,No,Yes
1433,45,Human Resources,10,Technical Degree,Manager,Medium,20677,0,7,No,No
1434,31,Sales,2,Technical Degree,Healthcare Representative,Medium,23698,2,0,No,No
1435,35,Research & Development,3,Marketing,Research Scientist,Medium,37960,3,10,No,No
1436,39,Sales,2,Marketing,Human Resources,High,28391,4,5,No,No
1437,34,Human Resources,1,Medical,Manufacturing Director,Medium,27595,2,1,No,Yes
1438,53,Marketing,17,Other,Manufacturing Director,Low,29415,2,0,No,Yes
1439,41,Human Resources,2,Marketing,Healthcare Representative,Medium,70080,2,4,No,Yes
1440,44,Research & Development,6,Marketing,Research Director,High,63453,2,11,No,No
1441,43,Finance,1,Marketing,Manufacturing Director,High,36744,2,6,Yes,No
1442,48,Sales,12,Technical Degree,Healthcare Representative,Medium,83053,2,2,No,No
1443,38,Marketing,4,Medical,Manufacturing Director,Low,46841,1,4,No,No
1444,24,Finance,13,Technical Degree,Manager,High,64663,8,1,No,No
1445,40,Human Resources,5,Human Resources,Laboratory Technician,Medium,23617,2,35,No,No
1446,30,Marketing,2,Technical Degree,Research Director,Low,26190,4,6,No,No
1447,31,Finance,7,Human Resources,Manager,Medium,26050,2,4,Yes,Yes
1448,42,Marketing,1,Life Sciences,Healthcare Representative,Medium,34774,2,2,No,No
1449,49,Research & Development,5,Life Sciences,Research Scientist,Medium,37419,2,4,No,No
1450,37,Research & Development,3,Human Resources,Sales Representative,Medium,42705,1,2,No,No
1451,40,Sales,24,Human Resources,Research Scientist,Medium,97397,3,0,No,Yes
1452,54,Sales,1,Technical Degree,Sales Executive,High,52085,1,2,No,No
1453,39,Research & Development,11,Human Resources,Sales Representative,High,28074,3,13,No,No
1454,63,Marketing,2,Medical,Healthcare Representative,High,36256,2,4,No,No
1455,42,Research & Development,3,Life Sciences,Sales Executive,High,77070,1,0,No,No
1456,19,Sales,5,Life Sciences,Manufacturing Director,Low,53687,2,10,Yes,No
1457,44,Research & Development,23,Other,Manufacturing Director,Medium,76564,3,1,No,No
1458,40,Research & Development,2,Human Resources,Sales Representative,Medium,28528,2,1,No,No
1459,49,Marketing,1,Marketing,Human Resources,High,25442,1,1,No,No
1460,43,Finance,3,Marketing,Research Scientist,Medium,25628,2,4,Yes,No
1461,35,Sales,1,Human Resources,Sales Executive,High,29703,3,3,No,No
1462,24,Marketing,1,Medical,Research Scientist,Medium,21340,2,3,No,Yes
1463,34,Research & Development,8,Marketing,Sales Representative,High,42091,4,6,No,No
1464,28,Research & Development,1,Other,Manager,Low,42454,1,1,No,Yes
1465,31,Finance,1,Human Resources,Manufacturing Director,Low,70925,2,7,No,Yes
1466,42,Sales,12,Medical,Sales Executive,High,15061,3,0,No,No
1467,53,Sales,4,Medical,Sales Executive,Low,22650,3,7,No,No
1468,40,Human Resources,1,Technical Degree,Healthcare Representative,High,54327,2,5,No,No
1469,25,Sales,2,Medical,Sales Executive,Low,39804,0,5,No,No
1470,41,Finance,10,Marketing,Sales Representative,Medium,37138,1,3,No,No
